pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags,a,e,v,,,,,,x,y,z
52:17.9,52:36.4,528756.4,38.1616343,-122.4550057,-20.7318,0.027,0.068,12,4,6356583.8,0.0819,6371817.773,,-3060071.856,-3928157.191,-5340541.689,,,,
52:18.0,52:36.5,528756.5,38.16163485,-122.4550067,-20.7327,0.027,0.068,12,4,6356583.8,0.0819,6371817.773,,-3060071.101,-3928157.503,-5340541.628,,,,
52:18.1,52:36.6,528756.6,38.16163547,-122.4550076,-20.7155,0.028,0.069,12,4,6356583.8,0.0819,6371817.772,,-3060070.238,-3928157.805,-5340541.589,,,,
52:18.2,52:36.7,528756.7,38.16163608,-122.4550086,-20.7055,0.022,0.055,12,4,6356583.8,0.0819,6371817.772,,-3060069.396,-3928158.128,-5340541.538,,,,
52:18.3,52:36.8,528756.8,38.16163666,-122.4550096,-20.7065,0.022,0.056,12,4,6356583.8,0.0819,6371817.772,,-3060068.595,-3928158.442,-5340541.478,,,,
52:18.4,52:36.9,528756.9,38.16163725,-122.4550106,-20.7042,0.023,0.056,12,4,6356583.8,0.0819,6371817.771,,-3060067.779,-3928158.758,-5340541.42,,,,
52:18.5,52:37.0,528757,38.16163793,-122.4550116,-20.7018,0.023,0.057,12,4,6356583.8,0.0819,6371817.771,,-3060066.827,-3928159.083,-5340541.363,,,,
52:18.6,52:37.1,528757.1,38.16163859,-122.4550126,-20.6986,0.023,0.058,12,4,6356583.8,0.0819,6371817.771,,-3060065.905,-3928159.406,-5340541.306,,,,
52:18.7,52:37.2,528757.2,38.16163921,-122.4550136,-20.6979,0.024,0.059,12,4,6356583.8,0.0819,6371817.77,,-3060065.043,-3928159.725,-5340541.247,,,,
52:18.8,52:37.3,528757.3,38.16163978,-122.4550146,-20.7108,0.024,0.06,12,4,6356583.8,0.0819,6371817.77,,-3060064.251,-3928160.03,-5340541.176,,,,
52:18.9,52:37.4,528757.4,38.16164042,-122.4550157,-20.7053,0.024,0.06,12,4,6356583.8,0.0819,6371817.77,,-3060063.37,-3928160.38,-5340541.115,,,,
52:19.0,52:37.5,528757.5,38.16164105,-122.4550167,-20.692,0.025,0.061,12,4,6356583.8,0.0819,6371817.769,,-3060062.499,-3928160.706,-5340541.067,,,,
52:19.1,52:37.6,528757.6,38.16164166,-122.4550177,-20.7108,0.025,0.062,12,4,6356583.8,0.0819,6371817.769,,-3060061.643,-3928161.012,-5340540.992,,,,
52:19.2,52:37.7,528757.7,38.16164231,-122.4550187,-20.705,0.025,0.063,12,4,6356583.8,0.0819,6371817.769,,-3060060.738,-3928161.336,-5340540.937,,,,
52:19.3,52:37.8,528757.8,38.16164286,-122.4550197,-20.7018,0.025,0.063,12,4,6356583.8,0.0819,6371817.768,,-3060059.984,-3928161.65,-5340540.88,,,,
52:19.4,52:37.9,528757.9,38.16164346,-122.4550207,-20.7027,0.026,0.064,12,4,6356583.8,0.0819,6371817.768,,-3060059.152,-3928161.965,-5340540.82,,,,
52:19.5,52:38.0,528758,38.16164414,-122.4550217,-20.6944,0.026,0.065,12,4,6356583.8,0.0819,6371817.768,,-3060058.202,-3928162.293,-5340540.767,,,,
52:19.6,52:38.1,528758.1,38.1616448,-122.4550227,-20.6958,0.026,0.065,12,4,6356583.8,0.0819,6371817.767,,-3060057.278,-3928162.614,-5340540.706,,,,
52:19.7,52:38.2,528758.2,38.16164541,-122.4550238,-20.7041,0.027,0.066,12,4,6356583.8,0.0819,6371817.767,,-3060056.436,-3928162.952,-5340540.634,,,,
52:19.8,52:38.3,528758.3,38.16164605,-122.4550248,-20.6929,0.027,0.067,12,4,6356583.8,0.0819,6371817.767,,-3060055.548,-3928163.278,-5340540.584,,,,
52:19.9,52:38.4,528758.4,38.16164671,-122.4550258,-20.6925,0.027,0.067,12,4,6356583.8,0.0819,6371817.766,,-3060054.625,-3928163.6,-5340540.525,,,,
52:20.0,52:38.5,528758.5,38.16164733,-122.4550269,-20.6929,0.027,0.068,12,4,6356583.8,0.0819,6371817.766,,-3060053.771,-3928163.944,-5340540.459,,,,
52:20.1,52:38.6,528758.6,38.161648,-122.4550279,-20.6947,0.028,0.069,12,4,6356583.8,0.0819,6371817.766,,-3060052.832,-3928164.265,-5340540.398,,,,
52:20.2,52:38.7,528758.7,38.16164859,-122.4550291,-20.6956,0.022,0.055,12,4,6356583.8,0.0819,6371817.765,,-3060052.032,-3928164.632,-5340540.325,,,,
52:20.3,52:38.8,528758.8,38.16164927,-122.4550301,-20.6924,0.022,0.055,12,4,6356583.8,0.0819,6371817.765,,-3060051.08,-3928164.957,-5340540.269,,,,
52:20.4,52:38.9,528758.9,38.16164992,-122.4550311,-20.6882,0.023,0.056,12,4,6356583.8,0.0819,6371817.764,,-3060050.174,-3928165.28,-5340540.213,,,,
52:20.5,52:39.0,528759,38.16165055,-122.4550322,-20.6925,0.023,0.057,12,4,6356583.8,0.0819,6371817.764,,-3060049.303,-3928165.623,-5340540.143,,,,
52:20.6,52:39.1,528759.1,38.16165127,-122.4550333,-20.7007,0.023,0.058,12,4,6356583.8,0.0819,6371817.764,,-3060048.293,-3928165.97,-5340540.071,,,,
52:20.7,52:39.2,528759.2,38.16165192,-122.4550344,-20.6933,0.024,0.059,12,4,6356583.8,0.0819,6371817.763,,-3060047.397,-3928166.322,-5340540.012,,,,
52:20.8,52:39.3,528759.3,38.16165256,-122.4550355,-20.6914,0.024,0.059,12,4,6356583.8,0.0819,6371817.763,,-3060046.513,-3928166.669,-5340539.948,,,,
52:20.9,52:39.4,528759.4,38.16165322,-122.4550365,-20.6936,0.024,0.06,12,4,6356583.8,0.0819,6371817.763,,-3060045.589,-3928166.989,-5340539.886,,,,
52:21.0,52:39.5,528759.5,38.16165387,-122.4550376,-20.6951,0.024,0.061,12,4,6356583.8,0.0819,6371817.762,,-3060044.689,-3928167.335,-5340539.82,,,,
52:21.1,52:39.6,528759.6,38.16165455,-122.4550387,-20.6942,0.025,0.062,12,4,6356583.8,0.0819,6371817.762,,-3060043.744,-3928167.685,-5340539.755,,,,
52:21.2,52:39.7,528759.7,38.16165523,-122.4550398,-20.6923,0.025,0.062,12,4,6356583.8,0.0819,6371817.761,,-3060042.799,-3928168.035,-5340539.691,,,,
52:21.3,52:39.8,528759.8,38.1616559,-122.4550408,-20.6827,0.025,0.063,12,4,6356583.8,0.0819,6371817.761,,-3060041.865,-3928168.363,-5340539.639,,,,
52:21.4,52:39.9,528759.9,38.16165658,-122.4550419,-20.6817,0.026,0.064,12,4,6356583.8,0.0819,6371817.761,,-3060040.92,-3928168.713,-5340539.575,,,,
52:21.5,52:40.0,528760,38.16165724,-122.455043,-20.6727,0.026,0.064,12,4,6356583.8,0.0819,6371817.76,,-3060040.01,-3928169.066,-5340539.517,,,,
52:21.6,52:40.1,528760.1,38.16165792,-122.4550441,-20.6708,0.026,0.065,12,4,6356583.8,0.0819,6371817.76,,-3060039.066,-3928169.417,-5340539.453,,,,
52:21.7,52:40.2,528760.2,38.16165857,-122.4550452,-20.6832,0.026,0.066,12,4,6356583.8,0.0819,6371817.76,,-3060038.16,-3928169.756,-5340539.377,,,,
52:21.8,52:40.3,528760.3,38.16165926,-122.4550463,-20.6831,0.027,0.066,12,4,6356583.8,0.0819,6371817.759,,-3060037.199,-3928170.106,-5340539.312,,,,
52:21.9,52:40.4,528760.4,38.16165987,-122.4550473,-20.6757,0.027,0.067,12,4,6356583.8,0.0819,6371817.759,,-3060036.356,-3928170.427,-5340539.258,,,,
52:22.0,52:40.5,528760.5,38.16166054,-122.4550484,-20.6758,0.027,0.068,12,4,6356583.8,0.0819,6371817.759,,-3060035.426,-3928170.776,-5340539.193,,,,
52:22.1,52:40.6,528760.6,38.16166117,-122.4550495,-20.6787,0.027,0.068,12,4,6356583.8,0.0819,6371817.758,,-3060034.555,-3928171.119,-5340539.125,,,,
52:22.2,52:40.7,528760.7,38.16166181,-122.4550506,-20.7026,0.022,0.054,12,4,6356583.8,0.0819,6371817.758,,-3060033.66,-3928171.45,-5340539.039,,,,
52:22.3,52:40.8,528760.8,38.16166245,-122.4550516,-20.6935,0.022,0.055,12,4,6356583.8,0.0819,6371817.757,,-3060032.771,-3928171.775,-5340538.987,,,,
52:22.4,52:40.9,528760.9,38.16166312,-122.4550527,-20.6843,0.022,0.056,12,4,6356583.8,0.0819,6371817.757,,-3060031.846,-3928172.129,-5340538.929,,,,
52:22.5,52:41.0,528761,38.16166372,-122.4550537,-20.6834,0.023,0.057,12,4,6356583.8,0.0819,6371817.757,,-3060031.014,-3928172.446,-5340538.87,,,,
52:22.6,52:41.1,528761.1,38.16166431,-122.4550548,-20.6911,0.023,0.058,12,4,6356583.8,0.0819,6371817.756,,-3060030.203,-3928172.782,-5340538.798,,,,
52:22.7,52:41.2,528761.2,38.16166493,-122.4550558,-20.6872,0.023,0.058,12,4,6356583.8,0.0819,6371817.756,,-3060029.342,-3928173.103,-5340538.742,,,,
52:22.8,52:41.3,528761.3,38.1616656,-122.4550568,-20.6776,0.024,0.059,12,4,6356583.8,0.0819,6371817.756,,-3060028.408,-3928173.431,-5340538.691,,,,
52:22.9,52:41.4,528761.4,38.16166621,-122.4550578,-20.671,0.024,0.06,12,4,6356583.8,0.0819,6371817.755,,-3060027.565,-3928173.751,-5340538.637,,,,
52:23.0,52:41.5,528761.5,38.16166676,-122.4550589,-20.684,0.024,0.061,12,4,6356583.8,0.0819,6371817.755,,-3060026.811,-3928174.081,-5340538.56,,,,
52:23.1,52:41.6,528761.6,38.16166739,-122.4550599,-20.67,0.025,0.061,12,4,6356583.8,0.0819,6371817.755,,-3060025.941,-3928174.409,-5340538.513,,,,
52:23.2,52:41.7,528761.7,38.16166798,-122.4550609,-20.6907,0.025,0.062,12,4,6356583.8,0.0819,6371817.754,,-3060025.114,-3928174.711,-5340538.435,,,,
52:23.3,52:41.8,528761.8,38.1616686,-122.4550619,-20.6785,0.025,0.063,12,4,6356583.8,0.0819,6371817.754,,-3060024.258,-3928175.036,-5340538.386,,,,
52:23.4,52:41.9,528761.9,38.16166923,-122.4550629,-20.6585,0.026,0.063,12,4,6356583.8,0.0819,6371817.754,,-3060023.39,-3928175.367,-5340538.344,,,,
52:23.5,52:42.0,528762,38.16166976,-122.4550639,-20.6747,0.026,0.064,12,4,6356583.8,0.0819,6371817.753,,-3060022.657,-3928175.667,-5340538.27,,,,
52:23.6,52:42.1,528762.1,38.16167035,-122.4550649,-20.6882,0.026,0.065,12,4,6356583.8,0.0819,6371817.753,,-3060021.835,-3928175.973,-5340538.199,,,,
52:23.7,52:42.2,528762.2,38.16167098,-122.4550658,-20.6702,0.026,0.065,12,4,6356583.8,0.0819,6371817.753,,-3060020.957,-3928176.277,-5340538.161,,,,
52:23.8,52:42.3,528762.3,38.1616716,-122.4550669,-20.6555,0.027,0.066,12,4,6356583.8,0.0819,6371817.752,,-3060020.111,-3928176.63,-5340538.108,,,,
52:23.9,52:42.4,528762.4,38.16167222,-122.4550679,-20.6614,0.027,0.066,12,4,6356583.8,0.0819,6371817.752,,-3060019.245,-3928176.944,-5340538.043,,,,
52:24.0,52:42.5,528762.5,38.16167284,-122.4550689,-20.6702,0.027,0.067,12,4,6356583.8,0.0819,6371817.752,,-3060018.379,-3928177.256,-5340537.976,,,,
52:24.1,52:42.6,528762.6,38.16167342,-122.4550699,-20.6802,0.027,0.068,12,4,6356583.8,0.0819,6371817.751,,-3060017.573,-3928177.564,-5340537.908,,,,
52:24.2,52:42.7,528762.7,38.16167408,-122.455071,-20.6517,0.022,0.054,12,4,6356583.8,0.0819,6371817.751,,-3060016.672,-3928177.929,-5340537.867,,,,
52:24.3,52:42.8,528762.8,38.16167471,-122.455072,-20.6557,0.022,0.055,12,4,6356583.8,0.0819,6371817.751,,-3060015.792,-3928178.245,-5340537.804,,,,
52:24.4,52:42.9,528762.9,38.16167531,-122.4550731,-20.6527,0.022,0.056,12,4,6356583.8,0.0819,6371817.75,,-3060014.971,-3928178.589,-5340537.741,,,,
52:24.5,52:43.0,528763,38.16167587,-122.4550741,-20.6585,0.023,0.057,12,4,6356583.8,0.0819,6371817.75,,-3060014.197,-3928178.898,-5340537.676,,,,
52:24.6,52:43.1,528763.1,38.1616765,-122.4550751,-20.6414,0.023,0.058,12,4,6356583.8,0.0819,6371817.749,,-3060013.328,-3928179.227,-5340537.631,,,,
52:24.7,52:43.2,528763.2,38.16167713,-122.4550761,-20.6394,0.023,0.058,12,4,6356583.8,0.0819,6371817.749,,-3060012.451,-3928179.547,-5340537.573,,,,
52:24.8,52:43.3,528763.3,38.16167769,-122.4550771,-20.6599,0.024,0.059,12,4,6356583.8,0.0819,6371817.749,,-3060011.671,-3928179.846,-5340537.497,,,,
52:24.9,52:43.4,528763.4,38.16167834,-122.4550781,-20.646,0.024,0.06,12,4,6356583.8,0.0819,6371817.748,,-3060010.77,-3928180.175,-5340537.449,,,,
52:25.0,52:43.5,528763.5,38.16167892,-122.4550791,-20.6503,0.024,0.06,12,4,6356583.8,0.0819,6371817.748,,-3060009.966,-3928180.487,-5340537.386,,,,
52:25.1,52:43.6,528763.6,38.16167954,-122.4550801,-20.6537,0.025,0.061,12,4,6356583.8,0.0819,6371817.748,,-3060009.102,-3928180.802,-5340537.323,,,,
52:25.2,52:43.7,528763.7,38.16168011,-122.4550811,-20.6505,0.025,0.062,12,4,6356583.8,0.0819,6371817.747,,-3060008.318,-3928181.117,-5340537.266,,,,
52:25.3,52:43.8,528763.8,38.1616807,-122.455082,-20.6559,0.025,0.063,12,4,6356583.8,0.0819,6371817.747,,-3060007.491,-3928181.403,-5340537.208,,,,
52:25.4,52:43.9,528763.9,38.16168128,-122.455083,-20.6598,0.026,0.063,12,4,6356583.8,0.0819,6371817.747,,-3060006.687,-3928181.714,-5340537.145,,,,
52:25.5,52:44.0,528764,38.16168191,-122.4550841,-20.6535,0.026,0.064,12,4,6356583.8,0.0819,6371817.746,,-3060005.821,-3928182.063,-5340537.085,,,,
52:25.6,52:44.1,528764.1,38.16168248,-122.4550851,-20.6432,0.026,0.064,12,4,6356583.8,0.0819,6371817.746,,-3060005.04,-3928182.383,-5340537.034,,,,
52:25.7,52:44.2,528764.2,38.16168312,-122.4550861,-20.6435,0.026,0.065,12,4,6356583.8,0.0819,6371817.746,,-3060004.148,-3928182.702,-5340536.974,,,,
52:25.8,52:44.3,528764.3,38.16168372,-122.455087,-20.6498,0.027,0.066,12,4,6356583.8,0.0819,6371817.745,,-3060003.304,-3928182.987,-5340536.915,,,,
52:25.9,52:44.4,528764.4,38.1616843,-122.4550881,-20.6491,0.027,0.066,12,4,6356583.8,0.0819,6371817.745,,-3060002.512,-3928183.328,-5340536.85,,,,
52:26.0,52:44.5,528764.5,38.16168489,-122.4550892,-20.6491,0.027,0.067,12,4,6356583.8,0.0819,6371817.745,,-3060001.704,-3928183.669,-5340536.785,,,,
52:26.1,52:44.6,528764.6,38.16168551,-122.4550901,-20.648,0.027,0.068,12,4,6356583.8,0.0819,6371817.744,,-3060000.834,-3928183.961,-5340536.732,,,,
52:26.2,52:44.7,528764.7,38.16168611,-122.4550911,-20.6519,0.022,0.054,12,4,6356583.8,0.0819,6371817.744,,-3060000,-3928184.275,-5340536.669,,,,
52:26.3,52:44.8,528764.8,38.16168671,-122.4550922,-20.6609,0.022,0.055,12,4,6356583.8,0.0819,6371817.744,,-3059999.172,-3928184.611,-5340536.596,,,,
52:26.4,52:44.9,528764.9,38.16168735,-122.4550932,-20.6677,0.022,0.056,12,4,6356583.8,0.0819,6371817.743,,-3059998.276,-3928184.926,-5340536.531,,,,
52:26.5,52:45.0,528765,38.16168799,-122.4550942,-20.6584,0.023,0.057,12,4,6356583.8,0.0819,6371817.743,,-3059997.388,-3928185.252,-5340536.479,,,,
52:26.6,52:45.1,528765.1,38.16168863,-122.4550952,-20.6615,0.023,0.057,12,4,6356583.8,0.0819,6371817.743,,-3059996.494,-3928185.569,-5340536.417,,,,
52:26.7,52:45.2,528765.2,38.16168924,-122.4550963,-20.6624,0.023,0.058,12,4,6356583.8,0.0819,6371817.742,,-3059995.655,-3928185.911,-5340536.351,,,,
52:26.8,52:45.3,528765.3,38.16168991,-122.4550973,-20.6656,0.024,0.059,12,4,6356583.8,0.0819,6371817.742,,-3059994.715,-3928186.231,-5340536.289,,,,
52:26.9,52:45.4,528765.4,38.16169052,-122.4550984,-20.6755,0.024,0.06,12,4,6356583.8,0.0819,6371817.742,,-3059993.871,-3928186.568,-5340536.215,,,,
52:27.0,52:45.5,528765.5,38.16169113,-122.4550994,-20.6606,0.024,0.06,12,4,6356583.8,0.0819,6371817.741,,-3059993.032,-3928186.894,-5340536.168,,,,
52:27.1,52:45.6,528765.6,38.16169179,-122.4551004,-20.6579,0.025,0.061,12,4,6356583.8,0.0819,6371817.741,,-3059992.11,-3928187.217,-5340536.11,,,,
52:27.2,52:45.7,528765.7,38.16169243,-122.4551014,-20.6728,0.025,0.062,12,4,6356583.8,0.0819,6371817.741,,-3059991.21,-3928187.527,-5340536.038,,,,
52:27.3,52:45.8,528765.8,38.16169305,-122.4551024,-20.6678,0.025,0.062,12,4,6356583.8,0.0819,6371817.74,,-3059990.35,-3928187.847,-5340535.983,,,,
52:27.4,52:45.9,528765.9,38.16169371,-122.4551035,-20.6505,0.026,0.063,12,4,6356583.8,0.0819,6371817.74,,-3059989.443,-3928188.205,-5340535.932,,,,
52:27.5,52:46.0,528766,38.16169437,-122.4551045,-20.6496,0.026,0.064,12,4,6356583.8,0.0819,6371817.74,,-3059988.52,-3928188.527,-5340535.873,,,,
52:27.6,52:46.1,528766.1,38.16169498,-122.4551056,-20.6574,0.026,0.064,12,4,6356583.8,0.0819,6371817.739,,-3059987.678,-3928188.865,-5340535.801,,,,
52:27.7,52:46.2,528766.2,38.16169563,-122.4551066,-20.6572,0.026,0.065,12,4,6356583.8,0.0819,6371817.739,,-3059986.77,-3928189.185,-5340535.742,,,,
52:27.8,52:46.3,528766.3,38.1616963,-122.4551076,-20.6571,0.027,0.066,12,4,6356583.8,0.0819,6371817.738,,-3059985.832,-3928189.507,-5340535.682,,,,
52:27.9,52:46.4,528766.4,38.16169693,-122.4551087,-20.6548,0.027,0.066,12,4,6356583.8,0.0819,6371817.738,,-3059984.963,-3928189.853,-5340535.619,,,,
52:28.0,52:46.5,528766.5,38.16169758,-122.4551097,-20.6602,0.027,0.067,12,4,6356583.8,0.0819,6371817.738,,-3059984.053,-3928190.17,-5340535.555,,,,
52:28.1,52:46.6,528766.6,38.16169824,-122.4551107,-20.6571,0.027,0.067,12,4,6356583.8,0.0819,6371817.737,,-3059983.131,-3928190.493,-5340535.498,,,,
52:28.2,52:46.7,528766.7,38.16169894,-122.4551118,-20.6256,0.022,0.054,12,4,6356583.8,0.0819,6371817.737,,-3059982.17,-3928190.863,-5340535.459,,,,
52:28.3,52:46.8,528766.8,38.16169959,-122.4551128,-20.6313,0.022,0.055,12,4,6356583.8,0.0819,6371817.737,,-3059981.259,-3928191.18,-5340535.394,,,,
52:28.4,52:46.9,528766.9,38.16170026,-122.4551139,-20.6375,0.022,0.056,12,4,6356583.8,0.0819,6371817.736,,-3059980.326,-3928191.524,-5340535.324,,,,
52:28.5,52:47.0,528767,38.16170092,-122.4551149,-20.6241,0.023,0.057,12,4,6356583.8,0.0819,6371817.736,,-3059979.409,-3928191.853,-5340535.275,,,,
52:28.6,52:47.1,528767.1,38.16170155,-122.4551159,-20.642,0.023,0.057,12,4,6356583.8,0.0819,6371817.736,,-3059978.523,-3928192.161,-5340535.201,,,,
52:28.7,52:47.2,528767.2,38.16170219,-122.4551171,-20.6407,0.023,0.058,12,4,6356583.8,0.0819,6371817.735,,-3059977.648,-3928192.533,-5340535.13,,,,
52:28.8,52:47.3,528767.3,38.16170295,-122.4551181,-20.6317,0.024,0.059,12,4,6356583.8,0.0819,6371817.735,,-3059976.576,-3928192.868,-5340535.078,,,,
52:28.9,52:47.4,528767.4,38.16170364,-122.4551192,-20.622,0.024,0.06,12,4,6356583.8,0.0819,6371817.735,,-3059975.62,-3928193.224,-5340535.021,,,,
52:29.0,52:47.5,528767.5,38.1617043,-122.4551203,-20.6197,0.024,0.06,12,4,6356583.8,0.0819,6371817.734,,-3059974.706,-3928193.573,-5340534.957,,,,
52:29.1,52:47.6,528767.6,38.16170496,-122.4551213,-20.6296,0.025,0.061,12,4,6356583.8,0.0819,6371817.734,,-3059973.778,-3928193.888,-5340534.889,,,,
52:29.2,52:47.7,528767.7,38.16170565,-122.4551224,-20.6282,0.025,0.062,12,4,6356583.8,0.0819,6371817.733,,-3059972.818,-3928194.239,-5340534.825,,,,
52:29.3,52:47.8,528767.8,38.16170633,-122.4551235,-20.6192,0.025,0.062,12,4,6356583.8,0.0819,6371817.733,,-3059971.877,-3928194.593,-5340534.767,,,,
52:29.4,52:47.9,528767.9,38.16170701,-122.4551246,-20.6221,0.025,0.063,12,4,6356583.8,0.0819,6371817.733,,-3059970.93,-3928194.94,-5340534.699,,,,
52:29.5,52:48.0,528768,38.16170773,-122.4551256,-20.6185,0.026,0.064,12,4,6356583.8,0.0819,6371817.732,,-3059969.917,-3928195.269,-5340534.643,,,,
52:29.6,52:48.1,528768.1,38.16170843,-122.4551267,-20.6278,0.026,0.064,12,4,6356583.8,0.0819,6371817.732,,-3059968.937,-3928195.614,-5340534.569,,,,
52:29.7,52:48.2,528768.2,38.16170916,-122.4551277,-20.6128,0.026,0.065,12,4,6356583.8,0.0819,6371817.732,,-3059967.914,-3928195.95,-5340534.522,,,,
52:29.8,52:48.3,528768.3,38.16170977,-122.4551288,-20.6134,0.027,0.065,12,4,6356583.8,0.0819,6371817.731,,-3059967.075,-3928196.292,-5340534.456,,,,
52:29.9,52:48.4,528768.4,38.16171043,-122.4551299,-20.6203,0.027,0.066,12,4,6356583.8,0.0819,6371817.731,,-3059966.157,-3928196.635,-5340534.385,,,,
52:30.0,52:48.5,528768.5,38.16171114,-122.4551309,-20.614,0.027,0.067,12,4,6356583.8,0.0819,6371817.731,,-3059965.16,-3928196.965,-5340534.331,,,,
52:30.1,52:48.6,528768.6,38.16171185,-122.455132,-20.615,0.027,0.067,12,4,6356583.8,0.0819,6371817.73,,-3059964.168,-3928197.316,-5340534.264,,,,
52:30.2,52:48.7,528768.7,38.16171254,-122.455133,-20.6151,0.027,0.068,12,4,6356583.8,0.0819,6371817.73,,-3059963.199,-3928197.639,-5340534.205,,,,
52:30.3,52:48.8,528768.8,38.16171312,-122.4551341,-20.6404,0.022,0.055,12,4,6356583.8,0.0819,6371817.729,,-3059962.394,-3928197.964,-5340534.118,,,,
52:30.4,52:48.9,528768.9,38.16171386,-122.4551352,-20.6384,0.022,0.056,12,4,6356583.8,0.0819,6371817.729,,-3059961.358,-3928198.319,-5340534.054,,,,
52:30.5,52:49.0,528769,38.16171455,-122.4551362,-20.6212,0.023,0.056,12,4,6356583.8,0.0819,6371817.729,,-3059960.397,-3928198.653,-5340534.009,,,,
52:30.6,52:49.1,528769.1,38.16171522,-122.4551373,-20.6302,0.023,0.057,12,4,6356583.8,0.0819,6371817.728,,-3059959.463,-3928198.996,-5340533.936,,,,
52:30.7,52:49.2,528769.2,38.16171596,-122.4551383,-20.6256,0.023,0.058,12,4,6356583.8,0.0819,6371817.728,,-3059958.419,-3928199.326,-5340533.88,,,,
52:30.8,52:49.3,528769.3,38.16171659,-122.4551394,-20.6347,0.024,0.059,12,4,6356583.8,0.0819,6371817.728,,-3059957.546,-3928199.665,-5340533.807,,,,
52:30.9,52:49.4,528769.4,38.16171728,-122.4551404,-20.6284,0.024,0.059,12,4,6356583.8,0.0819,6371817.727,,-3059956.58,-3928199.993,-5340533.753,,,,
52:31.0,52:49.5,528769.5,38.16171798,-122.4551415,-20.6251,0.024,0.06,12,4,6356583.8,0.0819,6371817.727,,-3059955.605,-3928200.345,-5340533.69,,,,
52:31.1,52:49.6,528769.6,38.16171865,-122.4551425,-20.6289,0.025,0.061,12,4,6356583.8,0.0819,6371817.727,,-3059954.665,-3928200.665,-5340533.627,,,,
52:31.2,52:49.7,528769.7,38.16171934,-122.4551435,-20.6302,0.025,0.062,12,4,6356583.8,0.0819,6371817.726,,-3059953.695,-3928200.987,-5340533.567,,,,
52:31.3,52:49.8,528769.8,38.16172008,-122.4551445,-20.632,0.025,0.062,12,4,6356583.8,0.0819,6371817.726,,-3059952.649,-3928201.314,-5340533.506,,,,
52:31.4,52:49.9,528769.9,38.16172073,-122.4551456,-20.629,0.026,0.063,12,4,6356583.8,0.0819,6371817.726,,-3059951.751,-3928201.662,-5340533.443,,,,
52:31.5,52:50.0,528770,38.16172138,-122.4551467,-20.6358,0.026,0.064,12,4,6356583.8,0.0819,6371817.725,,-3059950.848,-3928202.004,-5340533.371,,,,
52:31.6,52:50.1,528770.1,38.16172209,-122.4551477,-20.6256,0.026,0.064,12,4,6356583.8,0.0819,6371817.725,,-3059949.853,-3928202.336,-5340533.32,,,,
52:31.7,52:50.2,528770.2,38.16172282,-122.4551487,-20.6153,0.026,0.065,12,4,6356583.8,0.0819,6371817.725,,-3059948.828,-3928202.669,-5340533.269,,,,
52:31.8,52:50.3,528770.3,38.16172346,-122.4551498,-20.6223,0.027,0.066,12,4,6356583.8,0.0819,6371817.724,,-3059947.94,-3928203.01,-5340533.198,,,,
52:31.9,52:50.4,528770.4,38.16172414,-122.4551508,-20.6215,0.027,0.066,12,4,6356583.8,0.0819,6371817.724,,-3059946.986,-3928203.333,-5340533.139,,,,
52:32.0,52:50.5,528770.5,38.16172484,-122.4551519,-20.6239,0.027,0.067,12,4,6356583.8,0.0819,6371817.723,,-3059946.009,-3928203.682,-5340533.072,,,,
52:32.1,52:50.6,528770.6,38.16172553,-122.4551529,-20.6214,0.027,0.067,12,4,6356583.8,0.0819,6371817.723,,-3059945.041,-3928204.007,-5340533.014,,,,
52:32.2,52:50.7,528770.7,38.16172625,-122.455154,-20.6067,0.022,0.054,12,4,6356583.8,0.0819,6371817.723,,-3059944.042,-3928204.369,-5340532.961,,,,
52:32.3,52:50.8,528770.8,38.16172689,-122.455155,-20.611,0.022,0.055,12,4,6356583.8,0.0819,6371817.722,,-3059943.147,-3928204.685,-5340532.898,,,,
52:32.4,52:50.9,528770.9,38.16172758,-122.455156,-20.6089,0.022,0.056,12,4,6356583.8,0.0819,6371817.722,,-3059942.179,-3928205.01,-5340532.84,,,,
52:32.5,52:51.0,528771,38.16172829,-122.4551571,-20.6089,0.023,0.057,12,4,6356583.8,0.0819,6371817.722,,-3059941.187,-3928205.361,-5340532.775,,,,
52:32.6,52:51.1,528771.1,38.16172891,-122.4551582,-20.6051,0.023,0.057,12,4,6356583.8,0.0819,6371817.721,,-3059940.335,-3928205.707,-5340532.712,,,,
52:32.7,52:51.2,528771.2,38.16172959,-122.4551592,-20.6022,0.023,0.058,12,4,6356583.8,0.0819,6371817.721,,-3059939.383,-3928206.031,-5340532.655,,,,
52:32.8,52:51.3,528771.3,38.16173024,-122.4551603,-20.6129,0.024,0.059,12,4,6356583.8,0.0819,6371817.721,,-3059938.478,-3928206.371,-5340532.581,,,,
52:32.9,52:51.4,528771.4,38.16173091,-122.4551613,-20.6147,0.024,0.06,12,4,6356583.8,0.0819,6371817.72,,-3059937.538,-3928206.692,-5340532.519,,,,
52:33.0,52:51.5,528771.5,38.16173161,-122.4551624,-20.6028,0.024,0.06,12,4,6356583.8,0.0819,6371817.72,,-3059936.568,-3928207.05,-5340532.464,,,,
